,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins,code
3613,Constantius II,Constantius II,350.0,Coin,Large AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22415.obv.width175.jpg,../img/Constantius II_Constantius II_1590966012.8226147.jpg,301-350,3
3614,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23288.obv.width175.jpg,../img/Constantius II_Constantius II_1590965078.2264857.jpg,351+,3
3615,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22287.obv.width175.jpg,../img/Constantius II_Constantius II_1590965979.415407.jpg,301-350,3
3616,Constantine I,Constantius II,325.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8906.obv.width175.jpg,../img/Constantine I_Constantius II_1590964698.8307776.jpg,301-350,3
3617,Constantius II,Constantius II,351.0,Coin,Small AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21863.obv.width175.jpg,../img/Constantius II_Constantius II_1590965903.3086336.jpg,351+,3
3618,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21171.obv.width175.jpg,../img/Constantius II_Constantius II_1590964072.3042111.jpg,351+,3
3619,Constantine I,Constantius II,333.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1933/1933.999.462.obv.width175.jpg,../img/Constantine I_Constantius II_1590973510.152086.jpg,301-350,3
3620,Constantius II,Constantius II,350.0,Coin,Reduced AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22587.obv.width175.jpg,../img/Constantius II_Constantius II_1590966055.275372.jpg,301-350,3
3621,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23766.obv.width175.jpg,../img/Constantius II_Constantius II_1590966129.5375257.jpg,301-350,3
3622,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1934/1934.21.29.obv.width175.jpg,../img/Constantius II_Constantius II_1590973342.3756657.jpg,301-350,3
3623,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21134.obv.width175.jpg,../img/Constantius II_Constantius II_1590964061.1609297.jpg,351+,3
3624,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23714.obv.width175.jpg,../img/Constantius II_Constantius II_1590966116.1027088.jpg,351+,3
3625,Constantius II,Constantius II,352.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20943.obv.width175.jpg,../img/Constantius II_Constantius II_1590964013.7936985.jpg,351+,3
3626,Constantius II,Constantius II,351.0,Coin,Small AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21837.obv.width175.jpg,../img/Constantius II_Constantius II_1590965895.5706499.jpg,351+,3
3627,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/00001899/0000/0000.999.5640.obv.width175.jpg,../img/Constantine I_Constantius II_1590967696.4774368.jpg,301-350,3
3628,Constantine I,Constantius II,335.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11829.obv.width175.jpg,../img/Constantine I_Constantius II_1590966344.6585753.jpg,301-350,3
3629,Constantine II,Constantius II,337.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20745.obv.width175.jpg,../img/Constantine II_Constantius II_1590965845.3764405.jpg,301-350,3
3630,Constantine II,Constantius II,337.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20749.obv.width175.jpg,../img/Constantine II_Constantius II_1590965846.0918212.jpg,301-350,3
3631,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Pannonia,,http://numismatics.org/collectionimages/19501999/1994/1994.123.306.obv.width175.jpg,../img/Constantius II_Constantius II_1590972635.066919.jpg,351+,3
3632,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1101.obv.width175.jpg,../img/Constantius II_Constantius II_1590968659.217535.jpg,351+,3
3633,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21462.obv.width175.jpg,../img/Constantius II_Constantius II_1590964147.1177151.jpg,351+,3
3634,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21449.obv.width175.jpg,../img/Constantius II_Constantius II_1590964144.085077.jpg,351+,3
3635,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21753.obv.width175.jpg,../img/Constantius II_Constantius II_1590965872.178595.jpg,351+,3
3636,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21066.obv.width175.jpg,../img/Constantius II_Constantius II_1590964042.2641377.jpg,351+,3
3637,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20979.obv.width175.jpg,../img/Constantius II_Constantius II_1590964022.2293863.jpg,351+,3
3638,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1934/1934.21.38.obv.width175.jpg,../img/Constantius II_Constantius II_1590973345.3118382.jpg,351+,3
3639,Constantine I,Constantius II,346.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7451.obv.width175.jpg,../img/Constantine I_Constantius II_1590971550.9074247.jpg,301-350,3
3640,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22097.obv.width175.jpg,../img/Constantius II_Constantius II_1590965971.2462316.jpg,301-350,3
3641,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9067.obv.width175.jpg,../img/Constantine I_Constantius II_1590964483.7512553.jpg,301-350,3
3642,Constantius II,Constantius II,351.0,Coin,Small AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21844.obv.width175.jpg,../img/Constantius II_Constantius II_1590965897.222194.jpg,351+,3
3643,Constantine I,Constantius II,335.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2098.obv.width175.jpg,../img/Constantine I_Constantius II_1590968106.3804948.jpg,301-350,3
3644,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13478.obv.width175.jpg,../img/Constantine I_Constantius II_1590965723.6726224.jpg,301-350,3
3645,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9947.obv.width175.jpg,../img/Constantine I_Constantius II_1590963668.5485368.jpg,301-350,3
3646,Constantius II,Constantius II,351.0,Coin,Solidus,Gold,Bithynia,Constantinopolis,http://numismatics.org/collectionimages/19501999/1980/1980.109.191.obv.width175.jpg,../img/Constantius II_Constantius II_1590970297.7608688.jpg,351+,3
3647,Constantine I,Constantius II,324.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1909/1909.78.3.obv.width175.jpg,../img/Constantine I_Constantius II_1590969111.5961666.jpg,301-350,3
3648,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23203.obv.width175.jpg,../img/Constantius II_Constantius II_1590965057.3370335.jpg,351+,3
3649,Constantine I,Constantius II,325.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7985.obv.width175.jpg,../img/Constantine I_Constantius II_1590971996.4457383.jpg,301-350,3
3650,Constantine I,Constantius II,324.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8844.obv.width175.jpg,../img/Constantine I_Constantius II_1590964680.0391095.jpg,301-350,3
3651,Constantius II,Constantius II,350.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22593.obv.width175.jpg,../img/Constantius II_Constantius II_1590966056.715015.jpg,301-350,3
3652,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1990/1990.3.119.obv.width175.jpg,../img/Constantius II_Constantius II_1590973650.3750165.jpg,301-350,3
3653,Constantius II,Constantius II,350.0,Coin,Reduced AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22544.obv.width175.jpg,../img/Constantius II_Constantius II_1590966045.4629917.jpg,301-350,3
3654,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21608.obv.width175.jpg,../img/Constantius II_Constantius II_1590964185.479975.jpg,301-350,3
3655,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23599.obv.width175.jpg,../img/Constantius II_Constantius II_1590966084.4196439.jpg,351+,3
3656,Constantine I,Constantius II,325.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9881.obv.width175.jpg,../img/Constantine I_Constantius II_1590963319.8161862.jpg,301-350,3
3657,Constantius II,Constantius II,350.0,Coin,Reduced AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22547.obv.width175.jpg,../img/Constantius II_Constantius II_1590966046.1825788.jpg,301-350,3
3658,Constantius II,Constantius II,352.0,Coin,Reduced AE2,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20912.obv.width175.jpg,../img/Constantius II_Constantius II_1590964004.2920535.jpg,351+,3
3659,Constantius II,Constantius II,352.0,Coin,Reduced AE2,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20896.obv.width175.jpg,../img/Constantius II_Constantius II_1590964000.1711173.jpg,351+,3
3660,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.836.obv.width175.jpg,../img/Constantius II_Constantius II_1590968782.6152298.jpg,351+,3
3661,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23814.obv.width175.jpg,../img/Constantius II_Constantius II_1590966141.3269367.jpg,301-350,3
3662,Constantius II,Constantius II,355.0,Coin,Siliqua,Silver,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20542.obv.width175.jpg,../img/Constantius II_Constantius II_1590965793.4162962.jpg,351+,3
3663,Constantine I,Constantius II,336.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13090.obv.width175.jpg,../img/Constantine I_Constantius II_1590965610.5716634.jpg,301-350,3
3664,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21158.obv.width175.jpg,../img/Constantius II_Constantius II_1590964069.0625777.jpg,351+,3
3665,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23346.obv.width175.jpg,../img/Constantius II_Constantius II_1590965094.0818741.jpg,351+,3
3666,Constantine I,Constantius II,326.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8939.obv.width175.jpg,../img/Constantine I_Constantius II_1590964440.0254838.jpg,301-350,3
3667,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22003.obv.width175.jpg,../img/Constantius II_Constantius II_1590965945.195824.jpg,301-350,3
3668,Constantine I,Constantius II,346.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13500.obv.width175.jpg,../img/Constantine I_Constantius II_1590965731.522583.jpg,301-350,3
3669,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9090.obv.width175.jpg,../img/Constantine I_Constantius II_1590964490.589493.jpg,301-350,3
3670,Constantius II,Constantius II,348.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1947/1947.97.186.obv.width175.jpg,../img/Constantius II_Constantius II_1590964315.0562847.jpg,301-350,3
3671,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13291.obv.width175.jpg,../img/Constantine I_Constantius II_1590965668.95068.jpg,301-350,3
3672,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22044.obv.width175.jpg,../img/Constantius II_Constantius II_1590965957.8302567.jpg,301-350,3
3673,Constantius II,Constantius II,346.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22839.obv.width175.jpg,../img/Constantius II_Constantius II_1590964961.0938187.jpg,301-350,3
3674,Constantius II,Constantius II,337.0,Coin,AE3,Billon or bronze,,,http://numismatics.org/collectionimages/19501999/1994/1994.123.350.obv.width175.jpg,../img/Constantius II_Constantius II_1590972646.7829666.jpg,301-350,3
3675,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22013.obv.width175.jpg,../img/Constantius II_Constantius II_1590965947.9509714.jpg,301-350,3
3676,Constantine II,Constantius II,346.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1569.obv.width175.jpg,../img/Constantine II_Constantius II_1590968604.1044824.jpg,301-350,3
3677,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23259.obv.width175.jpg,../img/Constantius II_Constantius II_1590965070.9397535.jpg,351+,3
3678,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21888.obv.width175.jpg,../img/Constantius II_Constantius II_1590965909.4794686.jpg,351+,3
3679,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23087.obv.width175.jpg,../img/Constantius II_Constantius II_1590965026.4450886.jpg,301-350,3
3680,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19501999/1970/1970.165.96.obv.width175.jpg,../img/Constantius II_Constantius II_1590972522.6068006.jpg,301-350,3
3681,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22624.obv.width175.jpg,../img/Constantius II_Constantius II_1590964900.3719006.jpg,351+,3
3682,Constantius II,Constantius II,346.0,Coin,AE2,Billon or bronze,,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2103.obv.width175.jpg,../img/Constantius II_Constantius II_1590968108.0535605.jpg,301-350,3
3683,Constantius II,Constantius II,346.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.79156.obv.width175.jpg,../img/Constantius II_Constantius II_1590972235.2065814.jpg,301-350,3
3684,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23350.obv.width175.jpg,../img/Constantius II_Constantius II_1590965095.0205727.jpg,351+,3
3685,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23373.obv.width175.jpg,../img/Constantius II_Constantius II_1590965100.5687432.jpg,351+,3
3686,Constantius II,Constantius II,350.0,Coin,Reduced AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22561.obv.width175.jpg,../img/Constantius II_Constantius II_1590966049.40474.jpg,301-350,3
3687,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9086.obv.width175.jpg,../img/Constantine I_Constantius II_1590964489.650576.jpg,301-350,3
3688,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1948/1948.19.757.obv.width175.jpg,../img/Constantius II_Constantius II_1590967301.847313.jpg,351+,3
3689,Constantius II,Constantius II,355.0,Coin,Siliqua,Silver,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20543.obv.width175.jpg,../img/Constantius II_Constantius II_1590965793.6529052.jpg,351+,3
3690,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23318.obv.width175.jpg,../img/Constantius II_Constantius II_1590965087.5411713.jpg,351+,3
3691,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23349.obv.width175.jpg,../img/Constantius II_Constantius II_1590965094.7850568.jpg,351+,3
3692,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.845.obv.width175.jpg,../img/Constantius II_Constantius II_1590968784.9920144.jpg,351+,3
3693,Constantius II,Constantius II,346.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22948.obv.width175.jpg,../img/Constantius II_Constantius II_1590964990.9038682.jpg,301-350,3
3694,Constantine I,Constantius II,336.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13091.obv.width175.jpg,../img/Constantine I_Constantius II_1590965610.8119721.jpg,301-350,3
3695,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23678.obv.width175.jpg,../img/Constantius II_Constantius II_1590966105.4652417.jpg,351+,3
3696,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21716.obv.width175.jpg,../img/Constantius II_Constantius II_1590964215.4032578.jpg,351+,3
3697,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22832.obv.width175.jpg,../img/Constantius II_Constantius II_1590964959.4141831.jpg,301-350,3
3698,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21948.obv.width175.jpg,../img/Constantius II_Constantius II_1590965932.326979.jpg,351+,3
3699,Constans,Constantius II,348.0,Coin,Small AE2,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20807.obv.width175.jpg,../img/Constans_Constantius II_1590965860.6535425.jpg,301-350,3
3700,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23311.obv.width175.jpg,../img/Constantius II_Constantius II_1590965084.0080771.jpg,351+,3
3701,Constantine I,Constantius II,346.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7342.obv.width175.jpg,../img/Constantine I_Constantius II_1590971699.7595797.jpg,301-350,3
3702,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1948/1948.19.756.obv.width175.jpg,../img/Constantius II_Constantius II_1590967301.370255.jpg,351+,3
3703,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21893.obv.width175.jpg,../img/Constantius II_Constantius II_1590965910.739064.jpg,351+,3
3704,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9082.obv.width175.jpg,../img/Constantine I_Constantius II_1590964488.3350844.jpg,301-350,3
3705,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21778.obv.width175.jpg,../img/Constantius II_Constantius II_1590965878.8254771.jpg,351+,3
3706,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20997.obv.width175.jpg,../img/Constantius II_Constantius II_1590964026.5661845.jpg,351+,3
3707,Constantius II,Constantius II,348.0,Coin,Small AE2,Bronze,Mysia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.833.obv.width175.jpg,../img/Constantius II_Constantius II_1590968781.4404933.jpg,301-350,3
3708,Constantine I,Constantius II,327.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11597.obv.width175.jpg,../img/Constantine I_Constantius II_1590966873.3948336.jpg,301-350,3
3709,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.20987.obv.width175.jpg,../img/Constantius II_Constantius II_1590964024.2216182.jpg,351+,3
3710,Constantius II,Constantius II,355.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22664.obv.width175.jpg,../img/Constantius II_Constantius II_1590964910.0162132.jpg,351+,3
3711,Constantius II,Constantius II,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22090.obv.width175.jpg,../img/Constantius II_Constantius II_1590965969.6061475.jpg,301-350,3
3712,Constantius II,Constantius II,350.0,Coin,Reduced AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22523.obv.width175.jpg,../img/Constantius II_Constantius II_1590966040.585384.jpg,301-350,3
3713,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23722.obv.width175.jpg,../img/Constantius II_Constantius II_1590966118.4642572.jpg,351+,3
3714,Constantius II,Constantius II,346.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22844.obv.width175.jpg,../img/Constantius II_Constantius II_1590964962.4285436.jpg,301-350,3
3715,Constantine I,Constantius II,335.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19501999/1984/1984.146.739.obv.width175.jpg,../img/Constantine I_Constantius II_1590968752.9076254.jpg,301-350,3
3716,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21413.obv.width175.jpg,../img/Constantius II_Constantius II_1590964135.0737655.jpg,351+,3
3717,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21917.obv.width175.jpg,../img/Constantius II_Constantius II_1590965924.6648197.jpg,351+,3
3718,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21178.obv.width175.jpg,../img/Constantius II_Constantius II_1590964074.39796.jpg,351+,3
3719,Constantine I,Constantius II,327.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11608.obv.width175.jpg,../img/Constantine I_Constantius II_1590966876.0539887.jpg,301-350,3
3720,Constantine I,Constantius II,326.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8930.obv.width175.jpg,../img/Constantine I_Constantius II_1590964437.912832.jpg,301-350,3
3721,Constans,Constantius II,347.0,Coin,AE3,Bronze,Gallia,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.1580.obv.width175.jpg,../img/Constans_Constantius II_1590968607.373932.jpg,301-350,3
3722,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1947/1947.97.53.obv.width175.jpg,../img/Constantine I_Constantius II_1590964341.614793.jpg,301-350,3
3723,Constantine I,Constantius II,329.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11617.obv.width175.jpg,../img/Constantine I_Constantius II_1590966878.8851438.jpg,301-350,3
3724,Constantius II,Constantius II,350.0,Coin,Large AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22438.obv.width175.jpg,../img/Constantius II_Constantius II_1590966018.6910918.jpg,301-350,3
3725,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Pannonia,,http://numismatics.org/collectionimages/19501999/1994/1994.123.296.obv.width175.jpg,../img/Constantius II_Constantius II_1590972632.026446.jpg,351+,3
3726,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19501999/1974/1974.95.79.obv.width175.jpg,../img/Constantius II_Constantius II_1590967643.667326.jpg,301-350,3
3727,Constantius II,Constantius II,351.0,Coin,Reduced AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23325.obv.width175.jpg,../img/Constantius II_Constantius II_1590965088.9412658.jpg,351+,3
3728,Constantius II,Constantius II,351.0,Coin,Large AE2,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23250.obv.width175.jpg,../img/Constantius II_Constantius II_1590965068.6879115.jpg,351+,3
3729,Constantine I,Constantius II,332.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13302.obv.width175.jpg,../img/Constantine I_Constantius II_1590965671.859191.jpg,301-350,3
3730,Constantius II,Constantius II,348.0,Coin,Large AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1984/1984.146.927.obv.width175.jpg,../img/Constantius II_Constantius II_1590968808.6234398.jpg,301-350,3
3731,Constantius II,Constantius II,351.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23680.obv.width175.jpg,../img/Constantius II_Constantius II_1590966105.9449577.jpg,351+,3
3732,Constantius II,Constantius II,348.0,Coin,Large AE2,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23530.obv.width175.jpg,../img/Constantius II_Constantius II_1590966066.7193582.jpg,301-350,3
3733,Constantine I,Constantius II,330.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1933/1933.999.271.obv.width175.jpg,../img/Constantine I_Constantius II_1590973457.845744.jpg,301-350,3
3734,Constantius II,Constantius II,350.0,Coin,Large AE2,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22382.obv.width175.jpg,../img/Constantius II_Constantius II_1590966002.540941.jpg,301-350,3
3735,Constantius II,Constantius II,347.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22308.obv.width175.jpg,../img/Constantius II_Constantius II_1590965984.0550578.jpg,301-350,3
3736,Constantine I,Constantius II,333.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11710.obv.width175.jpg,../img/Constantine I_Constantius II_1590966905.4815207.jpg,301-350,3
