,,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins
1,9585,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13125.obv.width175.jpg,Constantine I_Constantine I_1590965621.9489827,301-350
1,31002,Licinius,Constantine I,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7492.obv.width175.jpg,Licinius_Constantine I_1590971470.2653394,301-350
1,18455,Maxentius,Constantine I,307.0,Coin,AE2,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19501999/1984/1984.146.1815.obv.width175.jpg,Maxentius_Constantine I_1590968024.2364457,301-350
1,23865,Licinius,Constantine I,312.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19501999/1963/1963.237.31.obv.width175.jpg,Licinius_Constantine I_1590969497.1349466,301-350
1,9892,Constantine I,Constantine I,315.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13412.obv.width175.jpg,Constantine I_Constantine I_1590965705.3136253,301-350
1,14260,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11671.obv.width175.jpg,Constantine I_Constantine I_1590966894.2513554,301-350
1,32348,Licinius,Constantine I,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7525.obv.width175.jpg,Licinius_Constantine I_1590971830.5127108,301-350
1,21444,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1984/1984.184.19.obv.width175.jpg,Constantine I_Constantine I_1590968847.5173984,301-350
1,36469,Licinius,Constantine I,312.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/00001899/0000/0000.999.3155.obv.width175.jpg,Licinius_Constantine I_1590972931.8455799,301-350
1,5918,Licinius,Constantine I,317.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.8724.obv.width175.jpg,Licinius_Constantine I_1590964641.39838,301-350
1,17298,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/00001899/0000/0000.999.5608.obv.width175.jpg,Constantine I_Constantine I_1590967714.289141,301-350
1,9919,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.13437.obv.width175.jpg,Constantine I_Constantine I_1590965712.1466875,301-350
1,543,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.9558.obv.width175.jpg,Constantine I_Constantine I_1590963199.7581596,301-350
1,30888,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7269.obv.width175.jpg,Licinius_Constantine I_1590971438.898362,301-350
1,25345,Licinius,Constantine I,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19501999/1952/1952.142.7.obv.width175.jpg,Licinius_Constantine I_1590969914.501724,301-350
1,3987,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21366.obv.width175.jpg,Constantius II_Constantine I_1590964123.8696847,301-350
1,21352,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.975.obv.width175.jpg,Constantine I_Constantine I_1590968821.9422865,301-350
1,25600,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19501999/1976/1976.999.29.obv.width175.jpg,Constantine I_Constantine I_1590969984.026512,301-350
1,5477,Constantine I,Constantine I,328.0,Coin,AE3,Bronze,Thrace,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.9175.obv.width175.jpg,Constantine I_Constantine I_1590964521.291568,301-350
1,677,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9652.obv.width175.jpg,Constantine I_Constantine I_1590963235.633995,301-350
1,26335,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1919/1919.88.5.obv.width175.jpg,Constantine I_Constantine I_1590970179.5927384,301-350
1,9875,Constantine I,Constantine I,314.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13397.obv.width175.jpg,Constantine I_Constantine I_1590965700.802663,301-350
1,20343,Constantine I,Constantine I,310.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.146.1380.obv.width175.jpg,Constantine I_Constantine I_1590968546.6047432,301-350
1,9611,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13149.obv.width175.jpg,Constantine I_Constantine I_1590965628.7049277,301-350
1,13586,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11045.obv.width175.jpg,Constantine I_Constantine I_1590966712.814756,301-350
1,13513,Constantine I,Constantine I,320.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.10978.obv.width175.jpg,Constantine I_Constantine I_1590966692.2485187,301-350
1,12785,Constantine I,Constantine I,310.0,Coin,AE2,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6048.obv.width175.jpg,Constantine I_Constantine I_1590966489.148985,301-350
1,5053,Constantine I,Constantine I,323.0,Coin,AE3,Bronze,Gallia,Victory,http://numismatics.org/collectionimages/19001949/1947/1947.97.85.obv.width175.jpg,Constantine I_Constantine I_1590964409.0518405,301-350
1,18466,Constantine I,Constantine I,312.0,Coin,AE3,Bronze,Italy,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.146.1825.obv.width175.jpg,Constantine I_Constantine I_1590968027.2232642,301-350
1,5155,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8923.obv.width175.jpg,Constantine I_Constantine I_1590964435.1436408,301-350
1,30642,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.3723.obv.width175.jpg,Licinius_Constantine I_1590971373.4321764,301-350
1,18698,Licinius,Constantine I,322.0,Coin,Fraction,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2037.obv.width175.jpg,Licinius_Constantine I_1590968088.6830816,301-350
1,18802,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.2130.obv.width175.jpg,Constantine I_Constantine I_1590968117.7529392,301-350
1,13494,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.10959.obv.width175.jpg,Constantine I_Constantine I_1590966687.3719099,301-350
1,13506,Constantine I,Constantine I,320.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.10971.obv.width175.jpg,Constantine I_Constantine I_1590966690.5822015,301-350
1,7050,Constantius II,Constantine I,347.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22777.obv.width175.jpg,Constantius II_Constantine I_1590964945.2971702,301-350
1,9821,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Britannia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.13346.obv.width175.jpg,Constantine I_Constantine I_1590965687.2912936,301-350
1,17269,Constantine I,Constantine I,319.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/00001899/0000/0000.999.5990.obv.width175.jpg,Constantine I_Constantine I_1590967706.8921592,301-350
1,9538,Constantine I,Constantine I,336.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13082.obv.width175.jpg,Constantine I_Constantine I_1590965608.046628,301-350
1,11715,Constantine I,Constantine I,336.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.10821.obv.width175.jpg,Constantine I_Constantine I_1590966202.2603054,301-350
1,20611,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1625.obv.width175.jpg,Constantine I_Constantine I_1590968621.4494147,301-350
1,5497,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9191.obv.width175.jpg,Constantine I_Constantine I_1590964526.4362469,301-350
1,20339,Constantine I,Constantine I,310.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.146.1377.obv.width175.jpg,Constantine I_Constantine I_1590968545.114547,301-350
1,24201,Constantine I,Constantine I,313.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19501999/1969/1969.222.84.obv.width175.jpg,Constantine I_Constantine I_1590969587.8775032,301-350
1,38386,Constantine I,Constantine I,329.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1933/1933.999.334.obv.width175.jpg,Constantine I_Constantine I_1590973475.8472624,301-350
1,12231,Constantine I,Constantine I,307.0,Coin,AE2,Bronze,Gallia,Virtus,http://numismatics.org/collectionimages/19001949/1944/1944.100.1182.obv.width175.jpg,Constantine I_Constantine I_1590966341.8493993,301-350
1,9894,Constantine I,Constantine I,315.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13414.obv.width175.jpg,Constantine I_Constantine I_1590965705.7885044,301-350
1,5733,Constantine I,Constantine I,336.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9392.obv.width175.jpg,Constantine I_Constantine I_1590964592.729039,301-350
1,13572,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11032.obv.width175.jpg,Constantine I_Constantine I_1590966707.5993302,301-350
1,608,Constantine I,Constantine I,319.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9603.obv.width175.jpg,Constantine I_Constantine I_1590963217.7401733,301-350
1,14237,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11650.obv.width175.jpg,Constantine I_Constantine I_1590966887.9989784,301-350
1,13721,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.11172.obv.width175.jpg,Constantine I_Constantine I_1590966747.6066184,301-350
1,9574,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13115.obv.width175.jpg,Constantine I_Constantine I_1590965617.4070718,301-350
1,34632,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6191.obv.width175.jpg,Licinius_Constantine I_1590972441.4884362,301-350
1,17340,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1924/1924.69.11.obv.width175.jpg,Constantius II_Constantine I_1590967725.5505762,301-350
1,524,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.9545.obv.width175.jpg,Constantine I_Constantine I_1590963194.3386931,301-350
1,18742,Constantine I,Constantine I,322.0,Coin,AE2 or AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2077.obv.width175.jpg,Constantine I_Constantine I_1590968100.5154846,301-350
1,12730,Constantine I,Constantine I,322.0,Coin,AE2,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5988.obv.width175.jpg,Constantine I_Constantine I_1590966473.2276106,301-350
1,20338,Constantine I,Constantine I,310.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19501999/1984/1984.146.1376.obv.width175.jpg,Constantine I_Constantine I_1590968544.7406518,301-350
1,37923,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1934/1934.21.55.obv.width175.jpg,Constantius II_Constantine I_1590973350.2850757,301-350
1,5302,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9033.obv.width175.jpg,Constantine I_Constantine I_1590964474.847619,301-350
1,4145,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.21529.obv.width175.jpg,Constantius II_Constantine I_1590964164.1910863,301-350
1,5306,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9038.obv.width175.jpg,Constantine I_Constantine I_1590964475.7880106,301-350
1,39028,Constantine I,Constantine I,313.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1990/1990.3.112.obv.width175.jpg,Constantine I_Constantine I_1590973648.7218232,301-350
1,38442,Licinius,Constantine I,315.0,Coin,AE3,Bronze,Thrace,Jupiter,http://numismatics.org/collectionimages/19001949/1933/1933.999.385.obv.width175.jpg,Licinius_Constantine I_1590973490.5428314,301-350
1,14115,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11536.obv.width175.jpg,Constantine I_Constantine I_1590966854.7627325,301-350
1,35866,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19501999/1996/1996.73.6.obv.width175.jpg,Constantine I_Constantine I_1590972768.9500685,301-350
1,8681,Maxentius,Constantine I,322.0,Coin,AE2,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19001949/1944/1944.100.2980.obv.width175.jpg,Maxentius_Constantine I_1590965379.950087,301-350
1,16591,Licinius,Constantine I,322.0,Coin,AE2,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1948/1948.69.3.obv.width175.jpg,Licinius_Constantine I_1590967526.4763806,301-350
1,14117,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11538.obv.width175.jpg,Constantine I_Constantine I_1590966855.2405872,301-350
1,4455,Constantine I,Constantine I,335.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1948/1948.19.313.obv.width175.jpg,Constantine I_Constantine I_1590964249.7446847,301-350
1,19248,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19501999/1984/1984.146.537.obv.width175.jpg,Constantius II_Constantine I_1590968236.8916085,301-350
1,30822,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7228.obv.width175.jpg,Licinius_Constantine I_1590971421.812077,301-350
1,13820,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.11263.obv.width175.jpg,Constantine I_Constantine I_1590966774.637748,301-350
1,13336,Maximinus Daia,Constantine I,306.0,Coin,AE1,Bronze,Egypt,Roma,http://numismatics.org/collectionimages/19001949/1944/1944.100.1432.obv.width175.jpg,Maximinus Daia_Constantine I_1590966644.1606016,301-350
1,18799,Constantine I,Constantine I,315.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.2128.obv.width175.jpg,Constantine I_Constantine I_1590968116.6227012,301-350
1,9854,Constantine I,Constantine I,323.0,Coin,AE3,Bronze,Britannia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.13376.obv.width175.jpg,Constantine I_Constantine I_1590965695.4170957,301-350
1,33249,Licinius,Constantine I,317.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1919/1919.999.19.obv.width175.jpg,Licinius_Constantine I_1590972073.1232839,301-350
1,20305,Constantine I,Constantine I,322.0,Coin,Nummus,Bronze,,Roma,http://numismatics.org/collectionimages/19501999/1984/1984.146.1345.obv.width175.jpg,Constantine I_Constantine I_1590968536.309663,301-350
1,20465,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1492.obv.width175.jpg,Constantine I_Constantine I_1590968582.2732432,301-350
1,35853,Constantine I,Constantine I,330.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19501999/1996/1996.73.10.obv.width175.jpg,Constantine I_Constantine I_1590972765.4534554,301-350
1,42198,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1995/1995.11.944.obv.width175.jpg,Constantine I_Constantine I_1590974500.048139,301-350
1,7072,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22799.obv.width175.jpg,Constantius II_Constantine I_1590964950.8811374,301-350
1,19019,Constantine I,Constantine I,307.0,Coin,AE2,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.328.obv.width175.jpg,Constantine I_Constantine I_1590968175.4217834,301-350
1,18809,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2137.obv.width175.jpg,Constantine I_Constantine I_1590968119.404871,301-350
1,1324,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5485.obv.width175.jpg,Licinius_Constantine I_1590963410.3525422,301-350
1,30794,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7219.obv.width175.jpg,Licinius_Constantine I_1590971414.1856909,301-350
1,33268,Constantine I,Constantine I,322.0,Coin,Solidus,Gold,Bithynia,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.7967.obv.width175.jpg,Constantine I_Constantine I_1590972078.1517816,301-350
1,38955,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1956/1956.28.13.obv.width175.jpg,Constantine I_Constantine I_1590973628.0506217,301-350
1,24924,Licinius,Constantine I,313.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1973/1973.999.17.obv.width175.jpg,Licinius_Constantine I_1590969802.1205232,301-350
1,12273,Constantine I,Constantine I,309.0,Coin,AE2,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.1194.obv.width175.jpg,Constantine I_Constantine I_1590966352.7283163,301-350
1,27155,Constantine I,Constantine I,313.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1933/1933.999.492.obv.width175.jpg,Constantine I_Constantine I_1590970407.606305,301-350
1,25755,Constantine I,Constantine I,313.0,Coin,AE3,Bronze,Britannia,Sol,http://numismatics.org/collectionimages/19501999/1970/1970.165.73.obv.width175.jpg,Constantine I_Constantine I_1590970024.0362105,301-350
1,20597,Constantine I,Constantine I,317.0,Coin,AE2 or AE3,Bronze,,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.1612.obv.width175.jpg,Constantine I_Constantine I_1590968617.763634,301-350
1,14095,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11517.obv.width175.jpg,Constantine I_Constantine I_1590966849.464542,301-350
1,14012,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11441.obv.width175.jpg,Licinius_Constantine I_1590966827.7955885,301-350
1,29456,Constantine I,Constantine I,312.0,Coin,AE3,Bronze,Britannia,Roma,http://numismatics.org/collectionimages/19501999/1984/1984.146.1222.obv.width175.jpg,Constantine I_Constantine I_1590971030.1654947,301-350
1,20612,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1626.obv.width175.jpg,Constantine I_Constantine I_1590968621.6850715,301-350
1,9682,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13216.obv.width175.jpg,Constantine I_Constantine I_1590965647.3707166,301-350
1,5575,Constantine I,Constantine I,333.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9260.obv.width175.jpg,Constantine I_Constantine I_1590964546.5810022,301-350
1,38449,Constantine I,Constantine I,327.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1933/1933.999.392.obv.width175.jpg,Constantine I_Constantine I_1590973492.2000277,301-350
1,13565,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11026.obv.width175.jpg,Constantine I_Constantine I_1590966705.9473004,301-350
1,13462,Constantine I,Constantine I,310.0,Coin,AE1,Bronze,Britannia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.1093.obv.width175.jpg,Constantine I_Constantine I_1590966679.27515,301-350
1,12409,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6088.obv.width175.jpg,Licinius_Constantine I_1590966389.7204795,301-350
1,24659,Constantine I,Constantine I,332.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19501999/1979/1979.78.28.obv.width175.jpg,Constantine I_Constantine I_1590969731.5372202,301-350
1,14120,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11540.obv.width175.jpg,Constantine I_Constantine I_1590966856.359267,301-350
1,13496,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.10960.obv.width175.jpg,Constantine I_Constantine I_1590966687.8448138,301-350
1,11567,Constantius II,Constantine I,347.0,Coin,AE3,Bronze,Bithynia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.23894.obv.width175.jpg,Constantius II_Constantine I_1590966161.7091236,301-350
1,26165,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1922/1922.38.54.obv.width175.jpg,Licinius_Constantine I_1590970134.3065135,301-350
1,581,Constantine I,Constantine I,318.0,Coin,AE3,Bronze,Italy,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.9585.obv.width175.jpg,Constantine I_Constantine I_1590963211.02539,301-350
1,5237,Constantine I,Constantine I,325.0,Coin,AE3,Bronze,Syria,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8980.obv.width175.jpg,Constantine I_Constantine I_1590964458.0173519,301-350
1,29656,Constantine I,Constantine I,321.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1937/1937.999.105.obv.width175.jpg,Constantine I_Constantine I_1590971084.0706701,301-350
1,13780,Constantine I,Constantine I,317.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.11227.obv.width175.jpg,Constantine I_Constantine I_1590966764.4503274,301-350
1,7036,Constantius II,Constantine I,347.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22762.obv.width175.jpg,Constantius II_Constantine I_1590964941.5988612,301-350
1,12268,Constantine I,Constantine I,309.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.1189.obv.width175.jpg,Constantine I_Constantine I_1590966351.5281858,301-350
1,5152,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.8920.obv.width175.jpg,Constantine I_Constantine I_1590964434.4384527,301-350
1,25248,Constantine I,Constantine I,322.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19501999/1966/1966.286.14.obv.width175.jpg,Constantine I_Constantine I_1590969889.182642,301-350
1,12743,Constantine I,Constantine I,307.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.5997.obv.width175.jpg,Constantine I_Constantine I_1590966476.568278,301-350
1,18212,Licinius,Constantine I,315.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19501999/1982/1982.47.1.obv.width175.jpg,Licinius_Constantine I_1590967959.9945204,301-350
1,35608,Constantine I,Constantine I,313.0,Coin,AE2 or AE3,Bronze,,Sol,http://numismatics.org/collectionimages/19001949/1941/1941.15.23.obv.width175.jpg,Constantine I_Constantine I_1590972700.2069764,301-350
1,14185,Constantine I,Constantine I,327.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.11602.obv.width175.jpg,Constantine I_Constantine I_1590966874.5982573,301-350
1,18751,Constantine I,Constantine I,322.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.146.2085.obv.width175.jpg,Constantine I_Constantine I_1590968102.6650796,301-350
1,12778,Constantine I,Constantine I,310.0,Coin,AE2,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6041.obv.width175.jpg,Constantine I_Constantine I_1590966485.5873072,301-350
1,13445,Constantine I,Constantine I,317.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.10914.obv.width175.jpg,Constantine I_Constantine I_1590966674.847103,301-350
1,8138,Constantine I,Constantine I,312.0,Coin,AE3,Bronze,Italy,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.2789.obv.width175.jpg,Constantine I_Constantine I_1590965231.1570442,301-350
1,13446,Constantine I,Constantine I,317.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.10915.obv.width175.jpg,Constantine I_Constantine I_1590966675.0891178,301-350
1,9888,Constantine I,Constantine I,314.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.13409.obv.width175.jpg,Constantine I_Constantine I_1590965704.3508472,301-350
1,9468,Constantine I,Constantine I,335.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13018.obv.width175.jpg,Constantine I_Constantine I_1590965590.0406675,301-350
1,7069,Constantius II,Constantine I,337.0,Coin,AE3,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.22796.obv.width175.jpg,Constantius II_Constantine I_1590964950.174968,301-350
1,38239,Licinius,Constantine I,322.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1933/1933.999.182.obv.width175.jpg,Licinius_Constantine I_1590973435.369223,301-350
1,17325,Constantine I,Constantine I,326.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/00001899/0000/0000.999.5635.obv.width175.jpg,Constantine I_Constantine I_1590967721.589856,301-350
